time,activity,circumplex.arousal,circumplex.valence,mood,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms
2014-03-15,,0.0,-0.5,5.5,,,,,,,,,,,,,4.0,,3.0
2014-03-27,0.14829053656064528,-0.5,1.0,7.0,735.7159999999999,930.6489999999999,207.387,,,,71.905,4393.594000000001,,,5.052,,2.0,6065.7110004425085,
2014-03-28,0.11218869731800768,0.0,0.75,6.75,4855.087000000004,2540.570999999999,3861.5419999999995,,,,77.908,3569.372999999999,,,14.169,,9.0,10478.017000198368,
2014-03-29,0.12607506942792832,1.0,1.0,6.75,6546.764000000002,1318.068,1001.0590000000002,,,,51.707,1167.004,101.11800000000001,60.29900000000001,8.120000000000001,,5.0,9956.59399938583,
2014-03-30,0.050002669288337596,-0.2,0.25,5.8,805.4829999999997,790.708,473.693,,,,53.669000000000004,914.5189999999999,,,15.116999999999997,,1.0,3085.156000614166,
2014-03-31,0.07254649006645172,0.4,0.4,6.4,954.0350000000001,633.7069999999999,411.651,11.04,11.03,17.189,47.557,939.671,772.399,,,,1.0,3845.627000093461,
2014-04-01,0.14079215484201238,0.4,0.75,6.4,1334.3879999999995,2928.8290000000006,751.2919999999999,55.378,3.766,,44.646,3253.437000000001,68.07900000000001,,,,2.0,8892.60899925232,
2014-04-02,0.14706022748475056,-0.4,0.3333333333333333,6.0,841.6619999999997,2319.8669999999997,759.0949999999999,128.498,,397.502,77.77900000000001,2587.3720000000003,25.71,,,,3.0,13215.448000431052,
2014-04-03,0.1573412698412698,0.4,0.0,5.4,2386.1180000000027,2760.774999999999,1194.8059999999998,133.62,,848.027,40.63,4213.196999999999,373.78600000000006,,,,3.0,10063.44200181961,
2014-04-04,0.13877989048726838,0.75,0.6666666666666666,6.5,1238.8330000000008,1244.954,359.466,,,525.1369999999998,45.5,2331.898,1689.1170000000006,,,,8.0,7406.303998708725,3.0
2014-04-05,0.15029831343020303,0.0,0.4,6.2,1613.1799999999994,212.44,1451.876,39.611,4.0089999999999995,,66.791,2087.258,214.084,,,,3.0,4866.7180008888245,1.0
2014-04-06,0.08721111947339887,0.25,0.75,6.25,567.62,165.981,636.3249999999999,,,,39.345,1061.8390000000002,346.34400000000005,,,,,2818.029000282286,
2014-04-07,0.12565511935667537,0.2,1.0,6.4,1598.4450000000004,654.4440000000002,777.991,49.379,108.33800000000001,5.0360000000000005,59.736000000000004,2723.0260000000003,248.58500000000004,,42.898,,,5998.457000255585,
2014-04-08,0.11765497159315708,0.0,0.25,6.25,3070.942000000001,1390.5900000000001,1452.7679999999998,196.12099999999998,,98.882,44.583000000000006,3365.6449999999995,117.34400000000001,,,,2.0,7995.54100036621,
2014-04-09,0.16551672904404247,0.0,-0.5,5.25,30519.81799999998,1768.8439999999998,2337.654,38.118,179.813,179.947,41.01,3970.779,65.869,,17.396,,,11045.185998439789,
2014-04-10,0.1338207834315732,0.2,0.6,6.4,2114.53,547.5509999999999,438.221,,5.149,,56.132,4960.509000000001,,,,,,7782.513999700544,
2014-04-11,0.07151068346684088,-0.5,1.0,6.6,9721.517000000002,169.195,381.99099999999993,,,,45.553000000000004,2574.388,232.48200000000003,,,,2.0,4888.1749980449695,
2014-04-12,0.08403201429421402,0.0,0.8,6.8,2864.401,1886.5419999999995,673.5399999999998,,,11.059000000000001,72.906,2253.3079999999995,597.0329999999998,,12.068,,,7295.199000358581,
2014-04-13,0.09538332496422718,0.6,0.0,5.6,1239.1779999999999,1637.8729999999998,1137.7169999999999,,,45.218,70.06200000000001,4090.986999999999,156.096,,5.019,,3.0,8651.996002197266,
2014-04-14,0.08742418577600534,-0.4,0.8,6.6,1622.1909999999998,1086.819,1671.0329999999994,22.081000000000003,,,74.52100000000002,3227.4790000000003,,,10.109,,1.0,7834.323999404911,
2014-04-15,0.12005049713493486,0.2,1.0,6.8,2352.608999999999,2162.3539999999994,277.298,40.322,,173.56599999999997,53.343999999999994,3179.6470000000004,,,5.127999999999999,,6.0,7183.024999380112,
2014-04-16,0.19809923260395693,0.0,1.0,7.0,2876.7180000000003,2180.453,990.0509999999999,,,,62.984,1828.7389999999994,129.132,,,,3.0,7032.783002853393,2.0
2014-04-17,0.13106163600075882,-0.6,0.8,6.8,1108.736,1762.53,434.02,49.768,,125.091,49.81,3914.1879999999996,262.063,,5.022,,2.0,7747.718999624252,
2014-04-18,0.07997912314877687,-0.6,0.8,6.6,796.8570000000001,315.754,768.6220000000001,9.264,,,54.297999999999995,3149.413,476.1579999999999,,4.026,,,5904.472999334335,
2014-04-19,0.16716522568030542,0.4,0.4,5.8,32945.27599999999,1422.102,862.0149999999999,,,,59.983000000000004,2462.6189999999997,93.026,,,,4.0,7279.017001152038,2.0
2014-04-20,0.22026726549487374,0.4,1.0,6.4,3891.593999999999,744.578,1323.4270000000001,,550.414,82.47,51.321,4599.367000000002,430.58500000000004,,7.142,,,15072.07299971581,
2014-04-21,0.0702309086923999,-0.25,0.75,6.0,1243.055,1039.4609999999998,110.981,,61.195,,45.51,1880.291,83.25099999999999,,3.0380000000000003,,1.0,4222.318999528884,
2014-04-22,0.16462706487320147,0.25,1.0,6.5,2517.7179999999994,3176.774,5768.909,35.153000000000006,,,58.138999999999996,5208.822999999999,1367.324,,4.156000000000001,,2.0,18346.558000326168,
2014-04-23,0.11449388733473975,0.0,0.8,5.8,1266.9849999999983,546.1610000000001,626.889,,,44.187,39.926,3131.5319999999997,256.50199999999995,,,,6.0,5621.264999151228,
2014-04-24,0.08522280013775357,-0.6,0.6,6.6,3131.0499999999984,289.282,745.8890000000001,109.329,,164.138,41.343999999999994,3729.074,659.855,,,,1.0,6934.605998277666,
2014-04-25,0.13467870198927026,0.2,0.2,5.6,2088.079999999999,511.9469999999999,97.38900000000001,78.27,,,46.248,1831.1259999999997,782.1739999999999,,36.423,44.409,3.0,4744.062000751495,1.0
2014-04-26,0.33257710575112787,0.25,1.0,7.0,979.5779999999997,293.235,337.142,,,,42.465,1013.5759999999999,761.637,,,22.066,6.0,3425.8209993839246,
2014-04-27,0.19347949106485993,0.0,0.75,6.0,759.4559999999994,295.28999999999996,624.5050000000002,,,15.093,67.653,1675.012,1366.3989999999997,,,86.67200000000001,1.0,5069.17399930954,
2014-04-28,0.0853976874322089,-0.6,1.0,6.6,1955.5389999999998,740.3609999999999,378.06100000000004,63.18899999999999,,,44.43899999999999,1723.7329999999997,128.399,,,,2.0,3979.294000387192,8.0
2014-04-29,0.07919763729171321,-0.4,1.0,6.0,2113.077,863.179,359.93899999999996,,,171.43,48.704,3697.7460000000005,,,,,4.0,6085.489000082017,
2014-04-30,0.12199319253000575,-0.25,0.6666666666666666,6.25,1681.2479999999998,1570.289,1044.3830000000003,,,36.22,36.543,2048.414,476.3210000000001,,4.11,,2.0,6141.152999639512,
2014-05-01,0.0955700386338233,-0.2,0.5,6.2,1453.7619999999997,2178.99,956.837,434.07899999999995,181.611,71.40700000000001,60.44,3774.0019999999995,284.95399999999995,,5.048000000000001,,,10759.314000368113,2.0
2014-05-02,0.1309995432502886,0.0,0.5,5.5,2623.112999999999,2517.300999999999,2755.814999999999,249.135,,37.361999999999995,45.013000000000005,5042.721999999999,245.935,,4.063,,1.0,17130.235999345776,
2014-05-03,0.08514009749880902,-0.4,0.2,5.6,2817.433999999998,961.563,474.135,52.150999999999996,,70.349,47.693000000000005,2205.7499999999995,1.026,,22.674,,1.0,5445.758001565932,1.0
2014-05-04,0.11459872269952805,-0.8,-0.2,4.8,3155.5840000000003,356.15700000000004,1252.7220000000002,,,,44.190999999999995,4638.61,,,,,,7504.151001453397,
2014-05-05,0.03204185520361987,0.0,0.3333333333333333,6.0,1344.7480000000012,1019.573,135.693,,,,24.093999999999998,517.579,,,,,2.0,2281.6200006008153,
